1570013353260.45971680,0.00414800,-0.00817400,1.00857400,-0.04374955,0.29374837,2.93300000,0.11750000,-4.36050000,3278.00000000,7459.00000000,-12349.00000000
1570013353324.85424805,0.00512400,-0.00658800,1.00759800,-0.13268528,-0.20427349,5.93300000,-6.88250000,-2.36050000,3278.00000000,7459.00000000,-12349.00000000
1570013353390.40039062,0.00658800,-0.00841800,1.01016000,-0.05685545,0.03075260,17.93300000,-11.88250000,-10.36050000,3273.00000000,7456.00000000,-12300.00000000
1570013353452.12158203,0.00475800,-0.00695400,1.00820800,0.02541322,0.01644221,-13.06700000,22.11750000,11.63950000,3273.00000000,7456.00000000,-12284.00000000
1570013353514.07739258,0.00329400,-0.00695400,1.01540600,0.00756177,0.08700045,-1.06700000,13.11750000,4.63950000,3305.00000000,7451.00000000,-12284.00000000
1570013353575.58007812,0.00219600,-0.00622200,1.00845200,-0.07802177,-0.21181855,-1.06700000,0.11750000,-4.36050000,3284.00000000,7461.00000000,-12305.00000000
1570013353637.20678711,0.00500200,-0.00854000,1.01040400,-0.07557372,-0.02344167,-3.06700000,10.11750000,4.63950000,3284.00000000,7461.00000000,-12305.00000000
1570013353698.88208008,0.00524600,-0.00744200,1.00906200,-0.00334181,-0.03974280,-2.06700000,12.11750000,3.63950000,3309.00000000,7475.00000000,-12283.00000000
1570013353761.21166992,0.00390400,-0.00707600,1.00772000,0.01789512,0.03691849,9.93300000,-0.88250000,-3.36050000,3274.00000000,7478.00000000,-12292.00000000
1570013353822.74096680,0.00536800,-0.00573400,1.00723200,0.09442759,-0.04625137,13.93300000,-11.88250000,-4.36050000,3274.00000000,7478.00000000,-12292.00000000
1570013353884.36572266,0.00475800,-0.00597800,1.00674400,0.08038779,-0.15748470,10.93300000,-10.88250000,-7.36050000,3290.00000000,7497.00000000,-12313.00000000
1570013353945.96020508,0.00561200,-0.00732000,1.00271800,0.03721606,-0.43796755,-2.06700000,4.11750000,-0.36050000,3305.00000000,7466.00000000,-12331.00000000
1570013354007.55322266,0.00683200,-0.00732000,1.00857400,-0.11841367,0.07942916,-6.06700000,21.11750000,9.63950000,3305.00000000,7466.00000000,-12331.00000000
1570013354070.00659180,0.00317200,-0.00817400,1.00784200,0.15500044,-0.41189127,-3.06700000,20.11750000,9.63950000,3292.00000000,7446.00000000,-12347.00000000
1570013354133.00537109,0.00427000,-0.00573400,1.01467400,-0.17870852,-0.18176672,-1.06700000,40.11750000,26.63950000,3292.00000000,7446.00000000,-12347.00000000
1570013354196.23632812,0.00402600,-0.00561200,1.00650000,0.10113501,-0.04647364,2.93300000,2.11750000,2.63950000,3288.00000000,7452.00000000,-12303.00000000
1570013354257.85986328,0.00732000,-0.00683200,1.00784200,-0.03714185,-0.11541406,-6.06700000,30.11750000,15.63950000,3304.00000000,7462.00000000,-12338.00000000
1570013354320.00000000,0.00500200,-0.00732000,1.00149800,0.00880680,0.02877562,-3.06700000,10.11750000,0.63950000,3304.00000000,7462.00000000,-12338.00000000
1570013354381.59375000,0.00451400,-0.00610000,1.00674400,-0.05840034,-0.27543583,-3.06700000,9.11750000,2.63950000,3292.00000000,7434.00000000,-12317.00000000
1570013354443.17041016,0.00414800,-0.00622200,1.00918400,0.15482241,0.02130026,-2.06700000,12.11750000,2.63950000,3280.00000000,7410.00000000,-12318.00000000
1570013354504.75073242,0.00402600,-0.00805200,1.00625600,-0.03631838,0.03064157,2.93300000,2.11750000,-0.36050000,3280.00000000,7410.00000000,-12318.00000000
1570013354566.31860352,0.00597800,-0.00805200,1.01333200,-0.03465908,-0.16856575,1.93300000,8.11750000,-1.36050000,3313.00000000,7439.00000000,-12321.00000000
1570013354628.14306641,0.00524600,-0.00683200,1.00723200,0.03196825,0.07866366,2.93300000,-4.88250000,-3.36050000,3318.00000000,7450.00000000,-12344.00000000
